text,rating_numerator,rating_denominator,name,jpg_url,img_num,retweets,favorites,followers,friends,source_device,diff_dogs,image_predic,confident
This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1.0,2763.0,10840.0,8989897.0,16.0,Twitter for iPhone,None,soft-coated_wheaten_terrier,0.326467
"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1.0,3902.0,20415.0,8989897.0,16.0,Twitter for iPhone,None,Chihuahua,0.978108
This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1.0,2760.0,19170.0,8989897.0,16.0,Twitter for iPhone,None,black-and-tan_coonhound,0.529139
This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1.0,3.0,107.0,8989897.0,16.0,Twitter for iPhone,pupper,NaN,0.0
@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12.0,10.0,None,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1.0,5507.0,25394.0,8989897.0,16.0,Twitter for iPhone,None,toy_terrier,0.14968
This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1.0,96.0,0.0,8989897.0,16.0,Twitter for iPhone,None,Blenheim_spaniel,0.906777
Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1.0,5571.0,32638.0,8989897.0,16.0,Twitter for iPhone,None,Irish_terrier,0.104109
This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1.0,3256.0,18599.0,8989897.0,16.0,Twitter for iPhone,None,Chesapeake_Bay_retriever,0.18413
I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14.0,10.0,None,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1.0,16104.0,0.0,8989897.0,16.0,Twitter for iPhone,None,Chihuahua,0.6718529999999999
Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1.0,15734.0,69758.0,8989897.0,16.0,Twitter for iPhone,None,dalmatian,0.278954
"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,4874.0,25242.0,8989897.0,16.0,Twitter for iPhone,None,Ibizan_hound,0.0443334
This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1.0,4093.0,22059.0,8989897.0,16.0,Twitter for iPhone,None,Border_collie,0.447803
This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1.0,4967.0,24627.0,8989897.0,16.0,Twitter for iPhone,None,German_shepherd,0.975401
"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1.0,17700.0,65717.0,8989897.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.887707
OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13.0,10.0,None,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1.0,2611.0,18526.0,8989897.0,16.0,Twitter for iPhone,None,miniature_poodle,0.546933
Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1.0,2982.0,19833.0,8989897.0,16.0,Twitter for iPhone,doggo,miniature_pinscher,0.167175
This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,8615.0,41595.0,8989897.0,16.0,Twitter for iPhone,None,Italian_greyhound,0.618316
"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,10.0,Bella,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1.0,3210.0,20592.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1.0,5781.0,33654.0,8989897.0,16.0,Twitter for iPhone,floofer,English_setter,0.32879200000000003
"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,3379.0,21691.0,8989897.0,16.0,Twitter for iPhone,None,miniature_schnauzer,0.496953
This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1.0,4262.0,25637.0,8989897.0,16.0,Twitter for iPhone,None,Maltese_dog,0.359383
This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,5286.0,25468.0,8989897.0,16.0,Twitter for iPhone,pupper,Airedale,0.448459
This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1.0,10086.0,40601.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1.0,4241.0,26595.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1.0,2967.0,22132.0,8989897.0,16.0,Twitter for iPhone,None,Rottweiler,0.0624899
This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1.0,9316.0,46037.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1.0,8.0,113.0,8989897.0,16.0,Twitter for iPhone,None,golden_retriever,0.765266
"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,None,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1.0,4640.0,21165.0,8989897.0,16.0,Twitter for iPhone,pupper,NaN,0.0
Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,2440.0,15543.0,8989897.0,16.0,Twitter for iPhone,None,Chihuahua,0.483682
This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1.0,3332.0,19353.0,8989897.0,16.0,Twitter for iPhone,None,Chihuahua,0.959514
Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,5424.0,25822.0,8989897.0,16.0,Twitter for iPhone,None,Pembroke,0.741563
This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,3622.0,24477.0,8989897.0,16.0,Twitter for iPhone,None,West_Highland_white_terrier,0.747713
Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1.0,3792.0,25108.0,8989897.0,16.0,Twitter for iPhone,None,toy_poodle,0.535411
Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1.0,3039.0,20351.0,8989897.0,16.0,Twitter for iPhone,None,golden_retriever,0.471351
This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1.0,10.0,287.0,8989897.0,16.0,Twitter for iPhone,None,miniature_pinscher,0.140173
This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,38988.0,96027.0,8989897.0,16.0,Twitter for iPhone,None,toy_poodle,0.266437
This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,2739.0,15335.0,8989897.0,16.0,Twitter for iPhone,None,soft-coated_wheaten_terrier,0.318981
This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,5963.0,0.0,8989897.0,16.0,Twitter for iPhone,None,vizsla,0.25924899999999995
This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1.0,2341.0,17300.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,3594.0,17656.0,8989897.0,16.0,Twitter for iPhone,None,Rottweiler,0.28364
This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,6179.0,27332.0,8989897.0,16.0,Twitter for iPhone,puppo,Siberian_husky,0.694904
Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13.0,10.0,None,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,1115.0,0.0,8989897.0,16.0,Twitter for iPhone,None,golden_retriever,0.462556
"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,5963.0,38307.0,8989897.0,16.0,Twitter for iPhone,None,Saint_Bernard,0.381377
This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,16546.0,71856.0,8989897.0,16.0,Twitter for iPhone,None,Rottweiler,0.999091
This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1.0,71.0,0.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,4557.0,24981.0,8989897.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.8256700000000001
"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,4857.0,24650.0,8989897.0,16.0,Twitter for iPhone,None,Tibetan_terrier,0.676376
This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,2921.0,18842.0,8989897.0,16.0,Twitter for iPhone,None,toy_poodle,0.304175
This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1.0,4125.0,21673.0,8989897.0,16.0,Twitter for iPhone,pupper,borzoi,0.852088
I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14.0,10.0,None,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1.0,2075.0,17113.0,8989897.0,16.0,Twitter for iPhone,None,Chihuahua,0.143957
This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,4078.0,25520.0,8989897.0,16.0,Twitter for iPhone,None,Labrador_retriever,0.996709
"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,3747.0,22900.0,8989897.0,16.0,Twitter for iPhone,None,beagle,0.636169
"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1.0,4298.0,19991.0,8989897.0,16.0,Twitter for iPhone,None,Italian_greyhound,0.125176
Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1.0,5345.0,25035.0,8989897.0,16.0,Twitter for iPhone,None,Chesapeake_Bay_retriever,0.08812239999999999
You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13.0,10.0,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,4144.0,23295.0,8989897.0,16.0,Twitter for iPhone,None,golden_retriever,0.633037
Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,4076.0,25385.0,8989897.0,16.0,Twitter for iPhone,None,Pembroke,0.435254
Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,12746.0,0.0,8989897.0,16.0,Twitter for iPhone,None,Yorkshire_terrier,0.618957
This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,3507.0,20750.0,8989897.0,16.0,Twitter for iPhone,pupper,toy_poodle,0.787424
"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1.0,8974.0,31154.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1.0,3462.0,22138.0,8989897.0,16.0,Twitter for iPhone,puppo,NaN,0.0
"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1.0,1390.0,6544.0,8989897.0,16.0,Twitter for iPhone,None,NaN,0.0
"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1.0,3279.0,13481.0,8989897.0,16.0,Twitter for iPhone,pupper,NaN,0.0
Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,None,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1.0,3210.0,18965.0,8989897.0,16.0,Twitter for iPhone,doggo,West_Highland_white_terrier,0.360465
